token_addr_idx,timestamp,block_number,tx_hash,tx_from,tx_to,evt_idx,evt_type,evt_log
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,88,Transfer,"{'from': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'to': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'value': 16562080.548132235}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,89,Approval,"{'owner': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'spender': '0x7a250d5630b4cf539739df2c5dacb4c659f2488d', 'value': 1.157920892373162e+59, 'Known_router': 'True'}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,94,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'value': 16550663.006810209}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,97,Transfer,"{'from': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'to': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'value': 16550663.006810209}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,98,Approval,"{'owner': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'spender': '0x7a250d5630b4cf539739df2c5dacb4c659f2488d', 'value': 1.157920892373162e+59, 'Known_router': 'True'}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,103,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'value': 16539192.524337925}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,106,Transfer,"{'from': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'to': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'value': 16539192.524337925}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,107,Approval,"{'owner': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'spender': '0x7a250d5630b4cf539739df2c5dacb4c659f2488d', 'value': 1.157920892373162e+59, 'Known_router': 'True'}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,112,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'value': 16527668.940173978}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,115,Transfer,"{'from': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'to': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'value': 16527668.940173978}"
1,2023-08-01 14:38:59+00:00,17820803,0x8dbd345d5aa517f7864cf9b79ce34028cc5902ef3cfb9886432cb4957c3c82d0,0x72070eBe38772a1347099dc750139c2570f30238,0x1124E98C355B4893e1E6903C65DD0EA6Ee7d076B,116,Approval,"{'owner': '0x1124e98c355b4893e1e6903c65dd0ea6ee7d076b', 'spender': '0x7a250d5630b4cf539739df2c5dacb4c659f2488d', 'value': 1.157920892373162e+59, 'Known_router': 'True'}"
1,2023-08-01 14:39:23+00:00,17820805,0x61078ba6b934ad7f6e88787fe65e34817e6464c4fbe09f53a9430b99d6bf27e3,0x3148E452453082687E6d86870224c890207E711C,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,61,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x3148e452453082687e6d86870224c890207e711c', 'value': 88618.78565398447}"
1,2023-08-01 14:39:59+00:00,17820808,0x00ae7a5333fc4c82d6b59a9b78e709ab945637de58843cccbfe87a7563ebcf46,0x0e5462B7fab4D46107311440FE6B9d6F41bA3F54,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,341,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x0e5462b7fab4d46107311440fe6b9d6f41ba3f54', 'value': 121036.57597260563}"
1,2023-08-01 14:40:23+00:00,17820810,0x1396dbf7aed4f31b0e03b9937a21cbb4c858acd26bde7aa47124f183f7c6fcc9,0x4400Eae0A5e135654Fe45DF625F6456a61801eA1,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,332,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x4400eae0a5e135654fe45df625f6456a61801ea1', 'value': 12439.0}"
1,2023-08-01 14:40:47+00:00,17820812,0x4a4b18ddcb1b8c86586635677cbb1a4862b2f677b22d3959ad11d757086470c7,0xDccDf442647E01a7C3bBa0Fb8A77b44b207819C9,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,230,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0xdccdf442647e01a7c3bba0fb8a77b44b207819c9', 'value': 8283.741670824222}"
1,2023-08-01 14:41:23+00:00,17820815,0x1ec98744bb8c5dd5d1eea10a992e5a7630283fdadb108668ba026040e2083b2b,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,279,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x2cb3f5076e797ec9068c29e66a66ee58497e9fe0', 'value': 178676.430316955}"
1,2023-08-01 14:41:47+00:00,17820817,0xb844e8f9ce0fdb591c9667518b8c8de95ee969edf2651d714bc7b0adeedd772e,0x3084186b5E306B9453c88ca25b002f5865Cb404C,0x3999D2c5207C06BBC5cf8A6bEa52966cabB76d41,17,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x3084186b5e306b9453c88ca25b002f5865cb404c', 'value': 198795.31216080446}"
1,2023-08-01 14:41:59+00:00,17820818,0x44280720bae8525ea74d34ec88448f5d112e74081107c9aef9140a4deb4d7f76,0x3084186b5E306B9453c88ca25b002f5865Cb404C,0x883E2496df47C07c7F2987691f99D491328D98C1,113,Approval,"{'owner': '0x3084186b5e306b9453c88ca25b002f5865cb404c', 'spender': '0x3999d2c5207c06bbc5cf8a6bea52966cabb76d41', 'value': 1.157920892373162e+59, 'Known_router': 'False'}"
1,2023-08-01 14:41:59+00:00,17820818,0x3e6bf8193023e38d4bc0cf29ef09e8b3cf921402c8da20a22e4d58589add2824,0xAd7874834cbc196DafaCCB94021EE5A45a81157c,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,193,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0xad7874834cbc196dafaccb94021ee5a45a81157c', 'value': 63334.26398205872}"
1,2023-08-01 14:41:59+00:00,17820818,0xd2c7114dade38a92c6043147aa1d3bf325722060a2bf39b7b7321806f70a0527,0x72b24B344CcAEF421549b3a667Ad638dbC86b2FC,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,222,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0x72b24b344ccaef421549b3a667ad638dbc86b2fc', 'value': 44462.886017018674}"
1,2023-08-01 14:43:23+00:00,17820825,0x7898bb725caa79a2f7ec62f980d6ca4de6b2068fe5944ab072cb0ca2567eed5e,0xdfcDEf51eb0d6A2769Db7a361eeCF218B20D1475,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,289,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0xdfcdef51eb0d6a2769db7a361eecf218b20d1475', 'value': 102639.42518498431}"
1,2023-08-01 14:44:11+00:00,17820829,0x638fc92cee3f621f78bb3c5982fa67587aed041b9b6ac72ed370166b8667b9ec,0x31f234DF9Ff794929e9d252e197ceb5f08849172,0x883E2496df47C07c7F2987691f99D491328D98C1,227,Approval,"{'owner': '0x31f234df9ff794929e9d252e197ceb5f08849172', 'spender': '0x7a250d5630b4cf539739df2c5dacb4c659f2488d', 'value': 1.157920892373162e+59, 'Known_router': 'True'}"
1,2023-08-01 14:44:23+00:00,17820830,0xb184837eae3a551a0614ac28ad74bba7847b9fac86a73091a100f04d1d46da89,0x31f234DF9Ff794929e9d252e197ceb5f08849172,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,136,Transfer,"{'from': '0x31f234df9ff794929e9d252e197ceb5f08849172', 'to': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'value': 240000.0}"
1,2023-08-01 14:44:23+00:00,17820830,0xb184837eae3a551a0614ac28ad74bba7847b9fac86a73091a100f04d1d46da89,0x31f234DF9Ff794929e9d252e197ceb5f08849172,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,137,Approval,"{'owner': '0x31f234df9ff794929e9d252e197ceb5f08849172', 'spender': '0x7a250d5630b4cf539739df2c5dacb4c659f2488d', 'value': 1.157920892373162e+59, 'Known_router': 'True'}"
1,2023-08-01 14:44:59+00:00,17820833,0x72df151b175867b264ad4014b72be5749c1f51cb6d69db3636c6ff4750e3d1fe,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0x883E2496df47C07c7F2987691f99D491328D98C1,60,Approval,"{'owner': '0x2cb3f5076e797ec9068c29e66a66ee58497e9fe0', 'spender': '0xd152f549545093347a162dce210e7293f1452150', 'value': 1.157920892373162e+59, 'Known_router': 'False'}"
1,2023-08-01 14:45:11+00:00,17820834,0xf900b374fdbfdfddc490f3a01c008a9e0070fcd09d655f226f6cfb030cbb6edf,0xa87b850a5b681Ba46e4f9e080bA73bf67E273934,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,352,Transfer,"{'from': '0x73acb9dfa8aa49bc17d8a59d5f4710d2b6ce21de', 'to': '0xa87b850a5b681ba46e4f9e080ba73bf67e273934', 'value': 156600.0348562873}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,50,Transfer,"{'from': '0x2cb3f5076e797ec9068c29e66a66ee58497e9fe0', 'to': '0xd152f549545093347a162dce210e7293f1452150', 'value': 3314.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,51,Approval,"{'owner': '0x2cb3f5076e797ec9068c29e66a66ee58497e9fe0', 'spender': '0xd152f549545093347a162dce210e7293f1452150', 'value': 1.157920892373162e+59, 'Known_router': 'False'}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,52,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x6463b8b50b60ab3409d0d8b7923049018a258033', 'value': 15.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,53,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0xf5cb172edf1feefb655f5dc6d792cbcdfad6242b', 'value': 26.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,54,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x624a9c315570eee691b2e54d5a1ce836d673f3f2', 'value': 14.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,55,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0xd3ed9e024771bd1d3809428bec52ee727ca51877', 'value': 39.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,56,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x4948907f14b18094fa16905a7c1e19c6669d69f2', 'value': 54.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,57,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x75af3241c8c315726074bcfa7286aac235d63eaf', 'value': 45.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,58,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x1188a54f2ebb50b72991c8234225c810e9cceb48', 'value': 23.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,59,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0xf3bf2a1af37c2c17fe57aacc366a0057a82d3195', 'value': 35.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,60,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x32d94d3e3750f02c6502663927513bed09fee77a', 'value': 23.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,61,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0xc25e60ce8b7c0236e0df00ff383d82385b3ffcff', 'value': 35.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,62,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x98de6469060cacbf342bff4df01e5d4d51eed42e', 'value': 41.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,63,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0xed32e7291f1b21a0d50646dea226077b0600abaa', 'value': 40.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,64,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x9858363eafed821e89d36221bbaf686d69a7e51d', 'value': 33.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,65,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x97b4e2942fa7c8697fefbe41327b45c82d46b133', 'value': 43.0}"
1,2023-08-01 14:45:35+00:00,17820836,0xdce14f49878639488da99d79df75a63375a12f7d79b6be2401d1f09e8930dfb9,0x2cB3f5076E797Ec9068C29e66A66ee58497E9fE0,0xD152f549545093347A162Dce210e7293f1452150,66,Transfer,"{'from': '0xd152f549545093347a162dce210e7293f1452150', 'to': '0x207495e53aa552c10e44c7cc9dcaceb83b2eb688', 'value': 53.0}"
